location,sample_num,lake,area,coordinate,date_caught,date_examined,gear,time_collected,surface_temp,num,length,weight,sex,num_schist,wt_schist,num_triaen,loc_triaen,num_acanth,num_nematodes,num_copepods,num_skin_cysts,color,kidney,testes,wt_ovary,num_of_ova,ova_dia,condition,stomach_content,keel,plates,dorsal_rays,anal_rays,remarks,remarks_notes,
"Mouth of Hansens Creek, Aleknagik",3,1,6,0840,6/17/60,6/24/1960,3,13:30,49,20,71,337,1,2,66,1,3,0,0,1,0,3,2,2,NA,NA,NA,NA,32,3,NA,NA,NA,NA,NA,
"Mouth of Hansens Creek, Aleknagik",3,1,6,0840,6/17/60,6/24/1960,3,13:30,49,21,68,230,2,1,56,0,NA,0,0,0,0,1,1,NA,12,92,9,2,32,4,NA,NA,NA,NA,NA,
"Mouth of Hansens Creek, Aleknagik",3,1,6,0840,6/17/60,6/24/1960,3,13:30,49,22,58,137,2,1,2,0,NA,0,0,1,0,1,1,NA,3,NA,NA,1,32,4,NA,NA,NA,NA,NA,
"Mouth of Hansens Creek, Aleknagik",3,1,6,0840,6/17/60,6/24/1960,3,13:30,49,23,51,114,2,1,20,0,NA,0,0,1,0,1,1,NA,3,NA,NA,1,31,4,NA,NA,NA,NA,NA,
"Mouth of Hansens Creek, Aleknagik",3,1,6,0840,6/17/60,6/24/1960,3,13:30,49,24,65,253,2,2,34,0,NA,0,0,0,0,3,1,NA,12,NA,7,4,32,4,NA,NA,NA,NA,NA,
"Mouth of Hansens Creek, Aleknagik",3,1,6,0840,6/17/60,6/24/1960,3,13:30,49,25,48,74,2,0,NA,0,NA,0,0,0,0,1,1,NA,1,NA,NA,1,31,4,NA,NA,NA,NA,NA,
"Mouth of Hansens Creek, Aleknagik",3,1,6,0840,6/17/60,6/24/1960,3,13:30,49,26,67,272,2,3,35,0,NA,0,0,2,0,3,1,NA,15,NA,7,4,32,4,NA,NA,NA,NA,NA,
"Mouth of Hansens Creek, Aleknagik",3,1,6,0840,6/17/60,6/24/1960,3,13:30,49,27,65,225,1,2,49,1,3,0,0,1,0,3,1,2,NA,NA,NA,NA,10,4,NA,NA,NA,NA,NA,
"Mouth of Hansens Creek, Aleknagik",3,1,6,0840,6/17/60,6/24/1960,3,13:30,49,28,68,247,2,0,NA,0,NA,0,0,1,0,1,1,NA,32,112,15,2,32,4,NA,NA,NA,NA,NA,
"Mouth of Hansens Creek, Aleknagik",3,1,6,0840,6/17/60,6/24/1960,3,13:30,49,29,63,209,2,1,4,0,NA,0,0,0,0,3,1,NA,17,112,10,2,32,4,NA,NA,NA,NA,NA,
"Mouth of Hansens Creek, Aleknagik",3,1,6,0840,6/17/60,6/24/1960,3,13:30,49,30,69,332,1,2,56,0,NA,0,0,1,0,4,2,3,NA,NA,NA,NA,32,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,1,62,177,2,2,18,0,NA,0,0,1,0,1,1,NA,8,NA,5,4,36,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,2,55,122,2,2,24,0,NA,0,0,1,0,1,1,NA,7,NA,5,1,32,3,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,3,71,338,2,1,32,0,NA,0,2,2,0,3,1,NA,21,97,15,2,33,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,4,55,136,1,1,23,0,NA,0,0,1,0,3,2,3,NA,NA,NA,NA,32,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,5,65,259,2,3,53,0,NA,0,3,0,0,3,1,NA,24,108,15,2,32,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,6,63,193,2,1,28,0,NA,0,0,0,0,1,1,NA,7,NA,5,1,33,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,7,66,256,2,1,33,0,NA,0,0,2,0,1,1,NA,12,91,10,2,32,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,8,66,273,2,2,42,0,NA,0,0,2,0,1,1,NA,25,118,13,2,32,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,9,54,130,2,0,NA,0,NA,0,0,2,0,3,1,NA,13,86,10,2,36,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,10,63,259,2,1,45,0,NA,0,1,2,0,3,1,NA,20,95,12,2,32,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,11,68,276,2,1,37,0,NA,0,0,2,0,2,1,NA,17,120,10,2,33,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,12,63,270,2,1,32,1,3,0,0,0,0,3,1,NA,27,137,13,2,32,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,13,62,192,2,1,4,NA,NA,0,0,1,0,1,1,NA,14,82,10,2,33,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,14,55,139,2,0,NA,0,NA,0,0,1,0,2,1,NA,22,113,12,2,32,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,15,59,196,1,1,26,0,NA,0,0,0,0,3,2,3,NA,NA,NA,NA,33,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,16,59,172,2,2,32,0,NA,0,0,1,0,1,1,NA,3,NA,NA,1,32,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,17,65,291,2,1,57,0,NA,0,0,0,0,3,1,NA,34,106,15,2,32,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,18,62,221,2,2,39,0,NA,0,0,0,0,1,1,NA,18,89,12,2,32,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,19,62,237,2,0,NA,0,NA,0,0,0,0,1,1,NA,47,112,18,2,33,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,20,67,253,2,5,52,0,NA,0,0,3,0,1,1,NA,14,105,10,4,33,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,21,50,86,2,0,NA,0,NA,0,0,0,0,3,1,NA,3,NA,NA,1,31,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,22,70,324,2,2,75,0,NA,0,0,0,0,1,1,NA,22,98,12,2,33,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,23,69,289,2,1,51,1,3,0,0,1,0,1,1,NA,36,91,15,2,32,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,24,65,240,2,2,42,0,NA,0,0,1,0,1,1,NA,12,NA,10,4,33,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,25,54,129,2,1,22,0,NA,0,0,1,1,1,1,NA,3,NA,NA,1,32,3,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,26,67,263,2,1,29,0,NA,0,0,1,0,3,1,NA,31,150,12,2,32,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,27,51,104,2,1,19,0,NA,0,0,0,9,1,1,NA,2,NA,NA,1,0,0,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,28,64,251,2,1,36,0,NA,0,0,0,0,1,1,NA,33,103,13,2,32,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,29,69,263,2,1,29,0,NA,0,0,0,0,1,1,NA,14,91,10,2,33,4,NA,NA,NA,NA,NA,
"Off mouth Hansen's Creek, Aleknagik",3,1,6,0840,6/17/60,6/25/1960,3,13:30,49,30,62,205,2,2,40,0,NA,0,0,0,0,1,1,NA,12,70,10,2,32,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,1,79,384,2,4,53,0,NA,0,0,0,0,1,1,NA,35,149,10,2,36,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,2,56,154,2,0,0,0,NA,0,0,0,0,3,1,NA,32,86,17,2,33,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,3,67,276,1,1,44,0,NA,0,0,0,0,1,2,3,NA,NA,NA,NA,34,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,4,66,248,2,1,1,0,NA,0,0,1,0,3,1,NA,54,117,18,3,32,1,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,5,58,140,1,2,1,0,NA,0,0,1,1,3,2,1,NA,NA,NA,NA,32,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,6,54,115,1,0,0,0,NA,0,0,1,2,4,3,1,NA,NA,NA,NA,33,3,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,7,69,378,1,1,30,0,NA,0,0,1,0,3,3,2,NA,NA,NA,NA,10,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,8,53,119,1,0,0,0,NA,0,0,0,1,3,3,1,NA,NA,NA,NA,36,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,9,57,136,1,0,0,0,NA,0,0,0,0,4,3,1,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,10,55,113,1,0,0,0,NA,0,0,1,0,4,3,1,NA,NA,NA,NA,32,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,11,64,245,1,1,2,0,NA,0,0,1,1,4,3,1,NA,NA,NA,NA,32,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,12,66,253,2,2,35,0,NA,0,0,0,0,3,1,NA,31,95,15,2,36,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,13,60,163,2,0,0,0,NA,0,0,0,6,1,1,NA,28,67,17,2,33,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,14,67,295,1,1,4,0,NA,0,0,0,0,3,3,1,NA,NA,NA,NA,36,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,15,62,222,1,0,0,0,NA,0,0,1,0,3,2,1,NA,NA,NA,NA,28,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,16,74,322,2,1,33,0,NA,0,0,0,0,3,1,NA,12,NA,5,4,36,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,17,63,203,1,4,3,0,NA,0,0,1,0,4,3,1,NA,NA,NA,NA,32,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,18,62,222,1,4,20,0,NA,0,0,0,0,4,2,2,NA,NA,NA,NA,32,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,19,67,285,2,0,0,0,NA,0,0,0,0,3,1,NA,52,117,17,2,33,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,20,56,128,1,0,0,0,NA,0,0,0,0,4,3,1,NA,NA,NA,NA,33,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,21,56,127,1,0,0,0,NA,0,0,0,0,3,3,1,NA,NA,NA,NA,28,3,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,22,64,241,2,0,0,1,4,0,0,1,0,1,1,NA,38,81,15,2,37,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,23,67,323,2,0,0,0,NA,0,0,0,0,2,1,NA,40,95,15,2,33,3,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,24,53,120,1,1,1,0,NA,0,0,1,0,3,3,1,NA,NA,NA,NA,35,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,25,52,106,1,0,0,0,NA,0,0,2,2,4,3,1,NA,NA,NA,NA,33,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,26,59,153,2,1,1,0,NA,0,0,0,0,3,1,NA,18,62,12,2,36,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,27,58,140,1,0,0,0,NA,0,0,0,0,4,2,1,NA,NA,NA,NA,32,3,NA,NA,NA,2,Wt. estimated from length,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,28,57,140,1,0,0,0,NA,0,0,0,3,4,3,1,NA,NA,NA,NA,36,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,29,55,126,1,0,0,0,NA,0,0,0,0,4,3,1,NA,NA,NA,NA,36,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,30,65,196,1,0,0,0,NA,0,0,1,0,1,3,1,NA,NA,NA,NA,32,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,31,63,214,1,2,1,0,NA,0,0,0,0,3,3,1,NA,NA,NA,NA,34,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,32,57,139,1,0,0,0,NA,0,0,1,0,4,3,1,NA,NA,NA,NA,33,3,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,33,49,100,1,0,0,0,NA,0,0,1,0,3,2,1,NA,NA,NA,NA,33,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,34,54,106,1,0,0,0,NA,0,0,1,0,3,2,1,NA,NA,NA,NA,33,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,35,52,102,1,0,0,0,NA,0,0,1,1,3,2,1,NA,NA,NA,NA,36,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,36,67,282,1,3,6,0,NA,0,0,0,0,3,3,1,NA,NA,NA,NA,32,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,37,53,103,1,1,1,0,NA,0,0,0,0,4,3,1,NA,NA,NA,NA,36,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,38,65,196,1,2,1,0,NA,0,0,0,0,3,2,1,NA,NA,NA,NA,10,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,39,57,151,2,0,0,0,NA,0,0,0,0,3,1,NA,34,81,17,3,32,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,40,62,180,1,0,0,0,NA,0,0,0,0,3,2,1,NA,NA,NA,NA,32,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,41,56,163,2,0,0,0,NA,0,0,0,0,3,1,NA,36,77,17,3,35,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,42,53,116,1,0,0,0,NA,0,0,0,0,3,2,1,NA,NA,NA,NA,10,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,43,52,99,1,0,0,0,NA,0,0,0,0,4,2,1,NA,NA,NA,NA,33,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,44,54,129,1,0,0,0,NA,0,0,3,1,4,2,1,NA,NA,NA,NA,32,4,NA,NA,NA,NA,NA,
"Pike Bay, Aleknagik",4,1,8,0849,6/17/60,6/23/1960,3,15:00,66,45,55,135,1,1,1,0,NA,0,0,1,0,3,2,1,NA,NA,NA,NA,36,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/1/1960,3,16:00,47,1,60,227,2,3,74,1,3,0,0,0,0,1,1,NA,3,NA,NA,1,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/1/1960,3,16:00,47,2,60,181,2,0,0,0,NA,0,0,0,0,3,1,NA,21,78,13,2,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/1/1960,3,16:00,47,3,64,236,1,2,38,0,NA,0,0,0,0,1,2,2,NA,NA,NA,NA,33,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/1/1960,3,16:00,47,4,57,141,2,1,1,0,NA,0,0,0,0,2,1,NA,15,92,11,2,31,3,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/1/1960,3,16:00,47,5,53,124,1,0,0,0,NA,0,0,0,0,2,1,3,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/1/1960,3,16:00,47,6,63,218,2,1,1,0,NA,0,0,0,0,1,1,NA,23,125,12,2,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/2/1960,3,16:00,47,7,63,229,2,1,47,0,NA,0,0,1,0,1,1,NA,16,80,10,2,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/2/1960,3,16:00,47,8,55,164,2,3,39,0,NA,0,0,0,0,1,1,NA,2,NA,NA,1,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/2/1960,3,16:00,47,9,56,146,2,0,0,0,NA,0,0,2,0,1,1,NA,21,74,13,2,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/2/1960,3,16:00,47,10,54,126,2,0,0,0,NA,0,0,0,0,1,1,NA,14,85,10,2,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/2/1960,3,16:00,47,11,64,222,2,0,0,0,NA,0,0,0,0,1,1,NA,38,96,17,2,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/2/1960,3,16:00,47,12,66,235,2,0,0,0,NA,0,0,0,0,3,1,NA,24,81,15,2,33,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/2/1960,3,16:00,47,13,60,174,2,1,25,0,NA,0,0,0,2,3,1,NA,12,92,10,2,33,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/2/1960,3,16:00,47,14,52,116,2,0,0,0,NA,0,0,4,0,1,1,NA,10,86,8,2,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/2/1960,3,16:00,47,15,50,94,2,0,0,0,NA,0,0,0,0,1,1,NA,2,NA,NA,1,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/4/1960,3,16:00,47,16,60,165,2,0,0,0,NA,0,0,0,0,1,1,NA,15,125,10,2,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/4/1960,3,16:00,47,17,66,266,2,1,23,0,NA,0,0,2,0,1,1,NA,39,151,17,2,33,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/4/1960,3,16:00,47,18,55,124,2,0,0,0,NA,0,0,0,0,1,1,NA,15,80,11,2,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/4/1960,3,16:00,47,19,46,73,2,1,5,0,NA,0,0,0,2,3,1,NA,1,NA,NA,1,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/4/1960,3,16:00,47,20,59,193,2,0,0,0,NA,0,0,0,0,1,1,NA,31,82,18,2,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/4/1960,3,16:00,47,21,64,245,2,0,0,0,NA,0,0,0,0,1,1,NA,25,108,12,2,33,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/4/1960,3,16:00,47,22,66,252,2,0,0,1,3,0,0,2,0,1,1,NA,24,121,12,2,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/4/1960,3,16:00,47,23,54,131,2,0,0,0,NA,0,0,0,0,1,1,NA,19,57,13,2,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/4/1960,3,16:00,47,24,61,204,1,1,21,0,NA,0,0,1,0,1,2,3,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/4/1960,3,16:00,47,25,62,193,2,0,0,0,NA,0,0,0,0,2,1,NA,13,86,10,2,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/11/1960,3,16:00,47,1,58,175,2,0,0,0,NA,0,0,0,1,1,1,NA,20,73,13,2,33,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/11/1960,3,16:00,47,2,48,96,2,0,0,0,NA,0,0,0,0,1,1,NA,2,NA,NA,1,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/11/1960,3,16:00,47,3,58,159,2,0,0,0,NA,0,0,2,2,1,1,NA,26,100,13,2,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/11/1960,3,16:00,47,4,53,121,1,0,0,0,NA,0,0,2,1,1,2,1,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/11/1960,3,16:00,47,5,63,232,2,0,0,0,NA,0,0,0,0,1,1,NA,34,79,15,2,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/11/1960,3,16:00,47,6,51,112,2,1,22,0,NA,0,0,0,0,1,1,NA,1,NA,NA,1,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/11/1960,3,16:00,47,7,51,110,1,0,0,0,NA,0,0,1,0,1,1,1,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/11/1960,3,16:00,47,8,52,103,2,0,0,0,NA,0,0,1,0,1,1,NA,9,107,7,2,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/11/1960,3,16:00,47,9,54,120,1,1,19,0,NA,0,0,0,0,1,1,3,NA,NA,NA,NA,31,3,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/11/1960,3,16:00,47,10,50,105,2,1,10,0,NA,0,0,0,9,1,1,NA,1,NA,NA,1,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/12/1960,3,16:00,47,11,66,208,2,1,33,0,NA,0,0,2,1,1,1,NA,7,43,8,4,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/12/1960,3,16:00,47,12,53,114,2,0,0,0,NA,0,0,1,0,1,1,NA,3,NA,NA,1,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/12/1960,3,16:00,47,13,61,225,1,2,44,1,3,0,0,2,0,1,1,3,NA,NA,NA,NA,33,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/12/1960,3,16:00,47,14,54,122,1,0,0,0,NA,0,0,2,0,1,1,1,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/12/1960,3,16:00,47,15,64,241,1,3,40,0,NA,0,0,1,0,1,2,3,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA,
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/12/1960,3,16:00,47,16,64,238,2,0,0,0,NA,0,0,0,0,1,1,NA,9,110,15,2,31,4,NA,NA,NA,NA,NA,
